region,anio,periodo,fuerza_trabajo,fuerza_trabajo_potencial,pct_poblacion_edad_trabajar,poblacion_desocupada,poblacion_edad_trabajar,poblacion_fuera_fuerza_trabajo,poblacion_ocupada,poblacion_subocupada,poblacion_total,td,tgp,to,ts,sidx,informalidad_laboral_nacional,informalidad_empresarial_nacional,informalidad_micronegocios_nacional,td_dispersion_regional,td_dispersion_regional_obs,informalidad_laboral_regional_real,informalidad_empresarial_nacional_obs,informalidad_laboral_nacional_obs,informalidad_micronegocios_nacional_obs,informalidad_laboral_regional_real_obs,td_lag1,td_lag2,td_roll4,to_lag1,to_lag2,to_roll4,tgp_lag1,tgp_lag2,tgp_roll4,ts_lag1,ts_lag2,ts_roll4,informalidad_laboral_lag1,informalidad_empresarial_lag1,informalidad_micronegocios_lag1,informalidad_laboral_regional_real_lag1,td_dispersion_regional_lag1,td_target,periodo_II,year_trend,region_Caribe,region_Central,region_Oriental,region_Orinoquía/Amazonía/Insular,region_Pacífica
Central,2016,I,5571.002512,0.0,76.933651,606.312671,8791.911,3220.908488,4964.689841,537.11208,11427.913333,10.883367,63.365092,56.468836,9.641211,4032,59.80175198632354,86.35000000000001,88.47055828777552,2.0363278424032822,1,76.98113867414318,0,0,0,0,9.64253,10.805853,10.21504525,57.811362,56.537911,57.507158000000004,63.980722,63.387468,64.04977775,8.739255,9.326756,9.21130425,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,1.816804586542557,9.971735,0,6,0,1,0,0,0
Central,2016,II,5620.57099,0.0,77.130754,560.46846,8856.475333,3235.904343,5060.10253,492.252549,11482.417667,9.971735,63.462842,57.134496,8.758052,4033,59.80175198632354,86.35000000000001,88.47055828777552,2.0363278424032822,1,76.98113867414318,0,0,0,0,10.883367,9.64253,10.2389485,56.468836,57.811362,57.196261750000005,63.365092,63.980722,63.71826525,9.641211,8.739255,9.2895415,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,2.0363278424032822,10.875166,1,6,0,1,0,0,0
Central,2017,I,5637.896274,0.0,77.318621,613.130592,8923.1295,3285.233226,5024.765683,529.675084,11540.725167,10.875166,63.182948,56.311697,9.394907,4034,59.80175198632354,86.35000000000001,88.47055828777552,1.974214589061412,1,76.98113867414318,0,0,0,0,9.971735,10.883367,10.32587125,57.134496,56.468836,56.98815125,63.462842,63.365092,63.549031,8.758052,9.641211,9.1163185,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,2.0363278424032822,10.029106,0,7,0,1,0,0,0
Central,2017,II,5653.653066,0.0,77.485823,567.010839,8992.166,3338.512934,5086.642227,467.405877,11604.917667,10.029106,62.873095,56.567486,8.267325,4035,59.80175198632354,86.35000000000001,88.47055828777552,1.974214589061412,1,76.98113867414318,0,0,0,0,10.875166,9.971735,10.3431995,56.311697,57.134496,56.93159775,63.182948,63.462842,63.497901,9.394907,8.758052,9.13335625,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,1.974214589061412,12.159651,1,7,0,1,0,0,0
Central,2018,I,5638.57943,0.0,77.639952,685.631593,9068.162167,3429.582737,4952.947837,509.025458,11679.762667,12.159651,62.179958,54.619092,9.027548,4036,59.80175198632354,86.35000000000001,88.47055828777552,2.4481328819261585,1,76.98113867414318,0,0,0,0,10.029106,10.875166,10.4398435,56.567486,56.311697,56.62062875,62.873095,63.182948,63.220994250000004,8.267325,9.394907,9.01537375,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,1.974214589061412,10.718098,0,8,0,1,0,0,0
Central,2018,II,5681.807195,0.0,77.787211,608.981657,9153.6305,3471.823305,5072.825539,487.434003,11767.526333,10.718098,62.071625,55.418727,8.578855,4037,59.80175198632354,86.35000000000001,88.47055828777552,2.4481328819261585,1,76.98113867414318,0,0,0,0,12.159651,10.029106,10.7589145,54.619092,56.567486,56.158192750000005,62.179958,62.873095,62.92471075,9.027548,8.267325,8.861958,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,2.4481328819261585,12.602385,1,8,0,1,0,0,0
Central,2019,I,5636.845925,0.0,77.933948,710.377051,9246.414833,3609.568909,4926.468874,533.433772,11864.425,12.602385,60.962503,53.279773,9.463338,4038,59.80175198632354,86.35000000000001,88.47055828777552,3.1705249024341757,1,76.98113867414318,1,0,0,0,10.718098,12.159651,10.94550525,55.418727,54.619092,55.7292505,62.071625,62.179958,62.5769065,8.578855,9.027548,8.81715875,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,2.4481328819261585,11.872056,0,9,0,1,0,0,0
Central,2019,II,5680.206898,0.0,78.075601,674.357339,9336.0495,3655.842602,5005.849559,525.477017,11957.704333,11.872056,60.841654,53.618498,9.251019,4039,59.80175198632354,86.35000000000001,88.47055828777552,3.1705249024341757,1,76.98113867414318,1,0,0,0,12.602385,10.718098,11.37731,53.279773,55.418727,54.9712695,60.962503,62.071625,62.02179525,9.463338,8.578855,8.8342665,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,3.1705249024341757,19.265419,1,9,0,1,0,0,0
Central,2020,I,5422.426024,0.0,78.216669,1044.653109,9420.762167,3998.336142,4377.772915,0.0,12044.443,19.265419,57.558252,46.469413,,4040,59.80175198632354,86.83333333333333,88.47055828777552,3.265778470099836,1,76.98113867414318,1,0,0,0,11.872056,12.602385,11.8380475,53.618498,53.279773,54.234022499999995,60.841654,60.962503,61.513935000000004,9.251019,9.463338,9.08019,59.80175198632354,86.35000000000001,88.47055828777552,76.98113867414318,3.1705249024341757,17.353492,0,10,0,1,0,0,0
Central,2020,II,5553.369751,0.0,78.357723,963.703584,9498.829167,3945.459416,4589.666167,0.0,12122.3905,17.353492,58.463729,48.31823,,4041,59.80175198632354,86.83333333333333,88.47055828777552,3.265778470099836,1,76.98113867414318,1,0,0,0,19.265419,11.872056,13.6144895,46.469413,53.618498,52.19660275,57.558252,60.841654,60.3585085,,9.251019,9.097737333333335,59.80175198632354,86.83333333333333,88.47055828777552,76.98113867414318,3.265778470099836,15.353383,1,10,0,1,0,0,0
Central,2021,I,5470.49792,329.137018,78.503067,839.906497,9573.657833,4103.159913,4630.591423,304.060557,12195.266,15.353383,57.141147,48.368048,5.558188,4042,59.80175198632354,87.0,88.47055828777552,1.5464596473347672,1,76.98113867414318,1,1,0,0,17.353492,19.265419,15.273337999999999,48.31823,46.469413,50.421478500000006,58.463729,57.558252,59.456534500000004,,,9.3571785,59.80175198632354,86.83333333333333,88.47055828777552,76.98113867414318,3.265778470099836,11.790035,0,11,0,1,0,0,0
Central,2021,II,5590.537576,271.818448,78.642685,659.126315,9647.708333,4057.170757,4931.411261,308.934682,12267.775833,11.790035,57.946793,51.114846,5.526028,4043,58.91424850798273,87.0,88.47055828777552,1.5464596473347672,1,76.98113867414318,1,1,0,0,15.353383,17.353492,15.9610875,48.368048,48.31823,49.19354725,57.141147,58.463729,58.5011955,5.558188,,7.4046035,59.80175198632354,87.0,88.47055828777552,76.98113867414318,1.5464596473347672,11.368779,1,11,0,1,0,0,0
Central,2022,I,5923.150707,382.10954,78.778877,673.389942,9722.431167,3799.28046,5249.760765,357.371069,12341.418833,11.368779,60.922527,53.996379,6.033462,4044,58.19432163882343,86.39999999999999,88.47055828777552,2.3853984175384637,1,76.98113867414318,1,1,0,1,11.790035,15.353383,15.94058225,51.114846,48.368048,48.56763425,57.946793,57.141147,57.777480249999996,5.526028,5.558188,5.542108000000001,58.91424850798273,87.0,88.47055828777552,76.98113867414318,1.5464596473347672,10.090329,0,12,0,1,0,0,0
Central,2022,II,5974.871514,359.689407,78.905158,602.884185,9797.073,3822.201486,5371.987329,352.604359,12416.264333,10.090329,60.986292,54.832574,5.901455,4045,57.83291770794249,86.39999999999999,88.47055828777552,2.3853984175384637,1,77.17463221934159,1,1,0,1,11.368779,11.790035,13.966422249999999,53.996379,51.114846,50.44937575,60.922527,57.946793,58.618549,6.033462,5.526028,5.705892666666667,58.19432163882343,86.39999999999999,88.47055828777552,76.98113867414318,2.3853984175384637,10.133102,1,12,0,1,0,0,0
Central,2023,I,6051.477621,367.056896,79.033195,613.202428,9873.463167,3821.985546,5438.275193,353.711659,12492.805333,10.133102,61.290325,55.079713,5.845046,4046,56.95815823332256,87.21666666666665,88.47055828777552,1.9419072292894952,1,76.55841530556788,1,1,0,1,10.090329,11.368779,12.150631500000001,54.832574,53.996379,52.07796175,60.986292,60.922527,59.24918975,5.901455,6.033462,5.75478325,57.83291770794249,86.39999999999999,88.47055828777552,77.17463221934159,2.3853984175384637,8.816437,0,13,0,1,0,0,0
Central,2023,II,6091.50364,310.203687,79.176949,537.053594,9950.764333,3859.260693,5554.450047,348.400391,12567.754167,8.816437,61.21644,55.819331,5.719448,4047,55.73995757060892,87.21666666666665,88.47055828777552,1.9419072292894952,1,76.30553445277198,1,1,0,1,10.133102,10.090329,10.84556125,55.079713,54.832574,53.755877999999996,61.290325,60.986292,60.28648425,5.845046,5.901455,5.82649775,56.95815823332256,87.21666666666665,88.47055828777552,76.55841530556788,1.9419072292894952,10.976063,1,13,0,1,0,0,0
Central,2024,I,6142.700189,299.772571,79.335377,674.226625,10029.6105,3886.910311,5468.473564,367.913362,12642.0405,10.976063,61.24565,54.523289,5.98944,4048,56.05255433416973,86.95833333333333,88.47055828777552,2.033373423208742,1,76.21940122538606,1,1,1,1,8.816437,10.133102,10.10216175,55.819331,55.079713,54.93199925,61.21644,61.290325,61.103896000000006,5.719448,5.845046,5.87485275,55.73995757060892,87.21666666666665,88.47055828777552,76.30553445277198,1.9419072292894952,8.662034,0,14,0,1,0,0,0
Central,2024,II,6243.880206,255.028794,79.482669,540.847045,10105.807167,3861.92696,5703.033161,327.290491,12714.478833,8.662034,61.785072,56.433228,5.24178,4049,55.754455257184894,86.95833333333333,88.47055828777552,2.033373423208742,1,75.36215005151848,1,1,1,1,10.976063,8.816437,10.00398275,54.523289,55.819331,55.06372675,61.24565,61.21644,61.18467675,5.98944,5.719448,5.86384725,56.05255433416973,86.95833333333333,88.47055828777552,76.21940122538606,2.033373423208742,8.983054,1,14,0,1,0,0,0
Central,2025,I,6332.638265,252.260434,79.616671,568.864285,10180.102,3847.463735,5763.773979,377.688819,12786.395,8.983054,62.206039,56.618038,5.964162,4050,56.12201016666666,86.95833333333333,88.47055828777552,1.5967749554618254,1,75.4813639159205,0,1,0,1,8.662034,10.976063,9.646908999999999,56.433228,54.523289,55.46389024999999,61.785072,61.24565,61.38437175,5.24178,5.98944,5.6989285,55.754455257184894,86.95833333333333,88.47055828777552,75.36215005151848,2.033373423208742,7.365309,0,15,0,1,0,0,0
Central,2025,II,6379.262044,253.850464,79.745937,469.852366,10252.709167,3873.447123,5909.409677,377.991027,12856.716667,7.365309,62.220257,57.637543,5.92531,4051,55.3332054,86.95833333333333,88.47055828777552,1.5967749554618254,1,75.13918327590054,0,1,0,1,8.983054,8.662034,9.359397,56.618038,56.433228,55.8484715,62.206039,61.785072,61.613300249999995,5.964162,5.24178,5.7287075000000005,56.12201016666666,86.95833333333333,88.47055828777552,75.4813639159205,1.5967749554618254,,1,15,0,1,0,0,0
Oriental,2010,I,3843.617025,0.0,72.83928,411.865823,5495.929333,1652.312309,3431.751202,431.053137,7545.282333,10.715579,69.935707,62.441691,11.214779,4020,59.80175198632354,86.35000000000001,88.47055828777552,1.0220235537869775,1,71.67105139653108,0,0,0,0,,,,,,,,,,,,,,,,,,9.647104,0,0,0,0,1,0,0
Oriental,2010,II,3854.805469,0.0,73.100781,371.877083,5560.126167,1705.320697,3482.928387,470.398272,7606.1105,9.647104,69.32946,62.641175,12.202906,4021,59.80175198632354,86.35000000000001,88.47055828777552,1.0220235537869775,1,71.67105139653108,0,0,0,0,10.715579,,,62.441691,,,69.935707,,,11.214779,,,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.0220235537869775,10.027221,1,0,0,0,1,0,0
Oriental,2011,I,3900.186323,0.0,73.365763,391.080297,5626.133833,1725.947511,3509.106026,412.685259,7668.6095,10.027221,69.322672,62.371535,10.581168,4022,59.80175198632354,86.35000000000001,88.47055828777552,1.687519481071582,1,71.67105139653108,0,0,0,0,9.647104,10.715579,10.1813415,62.641175,62.441691,62.541433,69.32946,69.935707,69.6325835,12.202906,11.214779,11.7088425,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.0220235537869775,8.68923,0,1,0,0,1,0,0
Oriental,2011,II,3981.731158,0.0,73.623634,345.981783,5692.137,1710.405842,3635.749376,426.670433,7731.399167,8.68923,69.951429,63.873188,10.715702,4023,59.80175198632354,86.35000000000001,88.47055828777552,1.687519481071582,1,71.67105139653108,0,0,0,0,10.027221,9.647104,10.129968,62.371535,62.641175,62.48480033333333,69.322672,69.32946,69.52927966666665,10.581168,12.202906,11.332951,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.687519481071582,10.539917,1,1,0,0,1,0,0
Oriental,2012,I,4034.94755,0.0,73.881128,425.280114,5759.798,1724.85045,3609.667436,457.580539,7796.034167,10.539917,70.053629,62.670035,11.340433,4024,59.80175198632354,86.35000000000001,88.47055828777552,1.967938152912008,1,71.67105139653108,0,0,0,0,8.68923,10.027221,9.7697835,63.873188,62.371535,62.83189725,69.951429,69.322672,69.634817,10.715702,10.581168,11.178638750000001,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.687519481071582,8.604257,0,2,0,0,1,0,0
Oriental,2012,II,4019.953632,0.0,74.129953,345.887142,5827.791833,1807.838201,3674.06649,465.3045,7861.5885,8.604257,68.979019,63.043887,11.574872,4025,59.80175198632354,86.35000000000001,88.47055828777552,1.967938152912008,1,71.67105139653108,0,0,0,0,10.539917,8.68923,9.725868000000002,62.670035,63.873188,62.88898325,70.053629,69.951429,69.6642975,11.340433,10.715702,11.21005225,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.967938152912008,10.144989,1,2,0,0,1,0,0
Oriental,2013,I,4043.6982,0.0,74.375725,410.232727,5897.235833,1853.537633,3633.465473,447.193061,7928.979333,10.144989,68.569383,61.613026,11.059012,4026,59.80175198632354,86.35000000000001,88.47055828777552,1.9744862910233296,1,71.67105139653108,0,0,0,0,8.604257,10.539917,9.46515625,63.043887,62.670035,62.98966125,68.979019,70.053629,69.57668724999999,11.574872,11.340433,11.05304375,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.967938152912008,8.587488,0,3,0,0,1,0,0
Oriental,2013,II,4081.375073,0.0,74.609863,350.487591,5966.923167,1885.548094,3730.887482,418.805666,7997.499167,8.587488,68.399994,62.526153,10.261386,4027,59.80175198632354,86.35000000000001,88.47055828777552,1.9744862910233296,1,71.67105139653108,0,0,0,0,10.144989,8.604257,9.494598250000001,61.613026,63.043887,62.800034,68.569383,68.979019,69.388365,11.059012,11.574872,11.172504749999998,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.9744862910233296,9.831703,1,3,0,0,1,0,0
Oriental,2014,I,4069.280847,0.0,74.842368,400.079626,6038.432333,1969.151486,3669.201221,417.042928,8068.2005,9.831703,67.38969,60.764136,10.248566,4028,59.80175198632354,86.35000000000001,88.47055828777552,2.0069918443001065,1,71.67105139653108,0,0,0,0,8.587488,10.144989,9.46916275,62.526153,61.613026,62.46327525,68.399994,68.569383,69.00050625,10.261386,11.059012,11.05892575,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,1.9744862910233296,8.028128,0,4,0,0,1,0,0
Oriental,2014,II,4200.40913,0.0,75.061014,337.214223,6109.658167,1909.249037,3863.194906,411.846429,8139.589167,8.028128,68.750313,63.23095,9.804912,4029,59.80175198632354,86.35000000000001,88.47055828777552,2.0069918443001065,1,71.67105139653108,0,0,0,0,9.831703,8.587488,9.29210925,60.764136,62.526153,61.9868005,67.38969,68.399994,68.3345215,10.248566,10.261386,10.785959,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.0069918443001065,9.229308,1,4,0,0,1,0,0
Oriental,2015,I,4189.103947,0.0,75.27915,386.62532,6184.128,1995.024053,3802.478627,414.823903,8214.928,9.229308,67.739606,61.487709,9.90245,4030,59.80175198632354,86.35000000000001,88.47055828777552,2.378028097447456,1,71.67105139653108,0,0,0,0,8.028128,9.831703,9.148077,63.23095,60.764136,62.03356625,68.750313,67.38969,68.277345,9.804912,10.248566,10.343468999999999,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.0069918443001065,7.924369,0,5,0,0,1,0,0
Oriental,2015,II,4265.798979,0.0,75.478256,338.037673,6260.2985,1994.499521,3927.761306,401.284086,8294.174833,7.924369,68.140504,62.740799,9.407009,4031,59.80175198632354,86.35000000000001,88.47055828777552,2.378028097447456,1,71.67105139653108,0,0,0,0,9.229308,8.028128,8.919156749999999,61.487709,63.23095,62.002236999999994,67.739606,68.750313,68.06990075,9.90245,9.804912,10.0543285,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.378028097447456,10.188887,1,5,0,0,1,0,0
Oriental,2016,I,4222.654058,0.0,75.674746,430.241441,6342.176333,2119.522275,3792.412618,396.329428,8380.836,10.188887,66.580521,59.796707,9.38579,4032,59.80175198632354,86.35000000000001,88.47055828777552,2.086177567784281,1,71.67105139653108,0,0,0,0,7.924369,9.229308,8.753377,62.740799,61.487709,62.0558985,68.140504,67.739606,68.00502825000001,9.407009,9.90245,9.84073425,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.378028097447456,8.155671,0,6,0,0,1,0,0
Oriental,2016,II,4267.233067,0.0,75.856231,348.021488,6425.521667,2158.2886,3919.211578,421.123171,8470.657667,8.155671,66.410687,60.99445,9.868764,4033,59.80175198632354,86.35000000000001,88.47055828777552,2.086177567784281,1,71.67105139653108,0,0,0,0,10.188887,7.924369,8.842673,59.796707,62.740799,61.814041249999995,66.580521,68.140504,67.80273600000001,9.38579,9.407009,9.625040250000001,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.086177567784281,9.736569,1,6,0,0,1,0,0
Oriental,2017,I,4271.055259,0.0,76.030657,415.854222,6514.888667,2243.833407,3855.201037,414.319551,8568.7655,9.736569,65.558377,59.175241,9.700637,4034,59.80175198632354,86.35000000000001,88.47055828777552,2.3314696902936194,1,71.67105139653108,0,0,0,0,8.155671,10.188887,8.874558749999998,60.99445,59.796707,61.25491625,66.410687,66.580521,67.2178295,9.868764,9.38579,9.64100325,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.086177567784281,8.956528,0,7,0,0,1,0,0
Oriental,2017,II,4366.80356,0.0,76.170303,391.113978,6610.013667,2243.210107,3975.689581,421.111665,8677.940667,8.956528,66.063457,60.146465,9.643476,4035,59.80175198632354,86.35000000000001,88.47055828777552,2.3314696902936194,1,71.67105139653108,0,0,0,0,9.736569,8.155671,9.001374,59.175241,60.99445,60.676799249999995,65.558377,66.410687,66.67252225,9.700637,9.868764,9.59055,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.3314696902936194,10.522736,1,7,0,0,1,0,0
Oriental,2018,I,4410.86288,0.0,76.282111,464.143448,6718.353333,2307.490453,3946.719432,355.851103,8807.246167,10.522736,65.653928,58.745339,8.067607,4036,59.80175198632354,86.35000000000001,88.47055828777552,2.178417977858995,1,71.67105139653108,0,0,0,0,8.956528,9.736569,9.25941375,60.146465,59.175241,60.02821575,66.063457,65.558377,66.1532605,9.643476,9.700637,9.64966675,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.3314696902936194,10.16613,0,8,0,0,1,0,0
Oriental,2018,II,4439.56448,0.0,76.370048,451.331885,6839.903667,2400.339187,3988.232595,440.791758,8956.264667,10.16613,64.906828,58.308315,9.928716,4037,59.80175198632354,86.35000000000001,88.47055828777552,2.178417977858995,1,71.67105139653108,0,0,0,0,10.522736,8.956528,9.342876,58.745339,60.146465,59.76537375,65.653928,66.063457,65.92161225,8.067607,9.643476,9.320121,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.178417977858995,12.673067,1,8,0,0,1,0,0
Oriental,2019,I,4448.969055,0.0,76.451085,563.820826,6971.8795,2522.910445,3885.148229,426.805755,9119.399,12.673067,63.813051,55.725981,9.593363,4038,59.80175198632354,86.35000000000001,88.47055828777552,2.142909337292054,1,71.67105139653108,1,0,0,0,10.16613,10.522736,9.84549075,58.308315,58.745339,59.09384,64.906828,65.653928,65.5456475,9.928716,8.067607,9.335109000000001,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.178417977858995,11.382449,0,9,0,0,1,0,0
Oriental,2019,II,4462.385255,0.0,76.531596,507.928736,7095.9725,2633.587245,3954.45652,441.36269,9271.9515,11.382449,62.886169,55.728183,9.890735,4039,59.80175198632354,86.35000000000001,88.47055828777552,2.142909337292054,1,71.67105139653108,1,0,0,0,12.673067,10.16613,10.57961525,55.725981,58.308315,58.231525000000005,63.813051,64.906828,65.10931599999999,9.593363,9.928716,9.3082905,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.142909337292054,18.243416,1,9,0,0,1,0,0
Oriental,2020,I,4234.682624,0.0,76.620312,772.550771,7211.858,2977.175376,3462.131853,0.0,9412.462333,18.243416,58.718331,48.006101,0.0,4040,59.80175198632354,86.83333333333333,88.47055828777552,3.3127089542235,1,71.67105139653108,1,0,0,0,11.382449,12.673067,11.1860955,55.728183,55.725981,57.1269545,62.886169,63.813051,64.314994,9.890735,9.593363,9.37010525,59.80175198632354,86.35000000000001,88.47055828777552,71.67105139653108,2.142909337292054,17.022449,0,10,0,0,1,0,0
Oriental,2020,II,4315.296017,0.0,76.715647,734.569073,7311.0855,2995.789483,3580.726944,0.0,9530.11,17.022449,59.024012,48.97668,0.0,4041,59.80175198632354,86.83333333333333,88.47055828777552,3.3127089542235,1,71.67105139653108,1,0,0,0,18.243416,11.382449,13.1162655,48.006101,55.728183,54.442145,58.718331,62.886169,62.581094750000005,0.0,9.890735,7.353203499999999,59.80175198632354,86.83333333333333,88.47055828777552,71.67105139653108,3.3127089542235,17.441462,1,10,0,0,1,0,0
Oriental,2021,I,4406.586787,269.481406,76.821683,768.573143,7398.023333,2991.436546,3638.013644,319.187974,9630.124,17.441462,59.564381,49.175482,7.243429,4042,59.80175198632354,87.0,88.47055828777552,2.128847568939798,1,71.67105139653108,1,1,0,0,17.022449,18.243416,14.83034525,48.97668,48.006101,52.10923625,59.024012,58.718331,61.11039074999999,0.0,0.0,4.871024499999999,59.80175198632354,86.83333333333333,88.47055828777552,71.67105139653108,3.3127089542235,12.690256,0,11,0,0,1,0,0
Oriental,2021,II,4582.099435,200.174981,76.928095,581.480143,7473.745833,2891.646399,4000.619292,341.542408,9715.235833,12.690256,61.309276,53.528972,7.453841,4043,58.91424850798273,87.0,88.47055828777552,2.128847568939798,1,71.67105139653108,1,1,0,0,17.441462,17.022449,16.022444,49.175482,48.97668,50.471611499999995,59.564381,59.024012,60.04822325000001,7.243429,0.0,4.283541,59.80175198632354,87.0,88.47055828777552,71.67105139653108,2.128847568939798,13.144903,1,11,0,0,1,0,0
Oriental,2022,I,4772.515584,264.264908,77.035434,627.342524,7541.942333,2769.426749,4145.17306,422.508959,9790.225,13.144903,63.279662,54.961612,8.852961,4044,58.19432163882343,86.39999999999999,88.47055828777552,0.9119165165710684,1,71.67105139653108,1,1,0,1,12.690256,17.441462,16.34939575,53.528972,49.175482,49.92180875,61.309276,59.564381,59.653999999999996,7.453841,7.243429,3.6743175,58.91424850798273,87.0,88.47055828777552,71.67105139653108,2.128847568939798,9.995914,0,12,0,0,1,0,0
Oriental,2022,II,4797.06745,246.401249,77.13253,479.510745,7604.797167,2807.729717,4317.556705,368.615029,9859.390333,9.995914,63.079492,56.77412,7.684174,4045,57.83291770794249,86.39999999999999,88.47055828777552,0.9119165165710684,1,71.66987404812778,1,1,0,1,13.144903,12.690256,15.074767500000002,54.961612,53.528972,51.6606865,63.279662,61.309276,60.79433275,8.852961,7.453841,5.88755775,58.19432163882343,86.39999999999999,88.47055828777552,71.67105139653108,0.9119165165710684,11.223604,1,12,0,0,1,0,0
Oriental,2023,I,4848.725415,281.556674,77.236158,544.201723,7669.820833,2821.095418,4304.523692,348.341013,9930.35,11.223604,63.218236,56.122872,7.184177,4046,56.95815823332256,87.21666666666665,88.47055828777552,0.5640685371319792,1,70.82003020564531,1,1,0,1,9.995914,13.144903,13.318133750000001,56.77412,54.961612,53.6100465,63.079492,63.279662,61.80820275000001,7.684174,8.852961,7.80860125,57.83291770794249,86.39999999999999,88.47055828777552,71.66987404812778,0.9119165165710684,9.598615,0,13,0,0,1,0,0
Oriental,2023,II,4909.619915,260.583398,77.376786,471.255536,7736.313833,2826.693918,4438.364379,311.333885,9998.236167,9.598615,63.462006,57.370532,6.341303,4047,55.73995757060892,87.21666666666665,88.47055828777552,0.5640685371319792,1,70.06197781914014,1,1,0,1,11.223604,9.995914,11.763669250000001,56.122872,56.77412,55.346894,63.218236,63.079492,62.7216665,7.184177,7.684174,7.79378825,56.95815823332256,87.21666666666665,88.47055828777552,70.82003020564531,0.5640685371319792,11.756906,1,13,0,0,1,0,0
Oriental,2024,I,4898.848471,210.68283,77.549467,575.953028,7806.104167,2907.255696,4322.895443,330.927321,10065.9675,11.756906,62.756637,55.378398,6.755206,4048,56.05255433416973,86.95833333333333,88.47055828777552,1.582422566018292,1,70.9388828088433,1,1,1,1,9.598615,11.223604,10.990759,57.370532,56.122872,56.307284,63.462006,63.218236,63.259849,6.341303,7.184177,7.51565375,55.73995757060892,87.21666666666665,88.47055828777552,70.06197781914014,0.5640685371319792,9.330109,0,14,0,0,1,0,0
Oriental,2024,II,4959.142325,194.809347,77.70523,462.693364,7872.3865,2913.244175,4496.448961,317.146867,10131.089667,9.330109,62.994142,57.11672,6.395196,4049,55.754455257184894,86.95833333333333,88.47055828777552,1.582422566018292,1,71.34453314353152,1,1,1,1,11.756906,9.598615,10.643759750000001,55.378398,57.370532,56.4114805,62.756637,63.462006,63.12909275,6.755206,6.341303,6.991215,56.05255433416973,86.95833333333333,88.47055828777552,70.9388828088433,1.582422566018292,10.47158,1,14,0,0,1,0,0
Oriental,2025,I,5065.466478,244.931955,77.838849,530.434374,7936.6785,2871.212022,4535.032104,330.46298,10196.294833,10.47158,63.823506,57.140177,6.523841,4050,56.12201016666666,86.95833333333333,88.47055828777552,0.9762528367196492,1,71.70912506324333,0,1,0,1,9.330109,11.756906,10.4773085,57.11672,55.378398,56.4971305,62.994142,62.756637,63.10775525,6.395196,6.755206,6.6689705,55.754455257184894,86.95833333333333,88.47055828777552,71.34453314353152,1.582422566018292,8.938926,0,15,0,0,1,0,0
Oriental,2025,II,5148.978584,254.779447,77.969218,460.263408,7998.994,2850.015416,4688.715177,363.712478,10259.169167,8.938926,64.370327,58.616311,7.063779,4051,55.3332054,86.95833333333333,88.47055828777552,0.9762528367196492,1,69.92817535411177,0,1,0,1,10.47158,9.330109,10.2893025,57.140177,57.11672,56.75145675,63.823506,62.994142,63.25907275,6.523841,6.395196,6.5038865,56.12201016666666,86.95833333333333,88.47055828777552,71.70912506324333,0.9762528367196492,,1,15,0,0,1,0,0
Orinoquía/Amazonía/Insular,2010,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020,59.80175198632354,86.35000000000001,88.47055828777552,2.978183810756815,0,79.72555514565248,0,0,0,0,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0
